,Datetime,Frequency,db
2373,2024-08-01 11:16:19.357975,90647058.94,-79.26
2424,2024-08-01 11:16:19.357975,90647058.94,-77.74
2068,2024-08-01 11:16:19.357975,90745098.16,-70.14
2119,2024-08-01 11:16:19.357975,90745098.16,-78.63
2170,2024-08-01 11:16:19.357975,90745098.16,-73.05
2221,2024-08-01 11:16:19.357975,90745098.16,-77.44
2272,2024-08-01 11:16:19.357975,90745098.16,-77.57
2323,2024-08-01 11:16:19.357975,90745098.16,-72.01
2374,2024-08-01 11:16:19.357975,90745098.16,-75.94
2425,2024-08-01 11:16:19.357975,90745098.16,-72.72
2069,2024-08-01 11:16:19.357975,90843137.38,-75.45
2120,2024-08-01 11:16:19.357975,90843137.38,-79.32
2171,2024-08-01 11:16:19.357975,90843137.38,-69.56
2222,2024-08-01 11:16:19.357975,90843137.38,-77.31
2273,2024-08-01 11:16:19.357975,90843137.38,-78.99
2324,2024-08-01 11:16:19.357975,90843137.38,-70.99
2375,2024-08-01 11:16:19.357975,90843137.38,-84.18
2426,2024-08-01 11:16:19.357975,90843137.38,-85.07
2070,2024-08-01 11:16:19.357975,90941176.6,-69.73
2121,2024-08-01 11:16:19.357975,90941176.6,-75.28
2172,2024-08-01 11:16:19.357975,90941176.6,-66.2
2223,2024-08-01 11:16:19.357975,90941176.6,-67.78
2274,2024-08-01 11:16:19.357975,90941176.6,-65.44
2325,2024-08-01 11:16:19.357975,90941176.6,-63.04
2376,2024-08-01 11:16:19.357975,90941176.6,-72.59
2427,2024-08-01 11:16:19.357975,90941176.6,-72.54
2071,2024-08-01 11:16:19.357975,91039215.82,-60.73
2122,2024-08-01 11:16:19.357975,91039215.82,-62.32
2173,2024-08-01 11:16:19.357975,91039215.82,-61.13
2224,2024-08-01 11:16:19.357975,91039215.82,-61.94
2275,2024-08-01 11:16:19.357975,91039215.82,-63.13
2326,2024-08-01 11:16:19.357975,91039215.82,-62.95
2377,2024-08-01 11:16:19.357975,91039215.82,-62.62
2428,2024-08-01 11:16:19.357975,91039215.82,-63.67
2072,2024-08-01 11:16:19.357975,91137255.04,-65.51
2123,2024-08-01 11:16:19.357975,91137255.04,-60.41
2174,2024-08-01 11:16:19.357975,91137255.04,-63.45
2225,2024-08-01 11:16:19.357975,91137255.04,-66.54
2276,2024-08-01 11:16:19.357975,91137255.04,-70.14
2327,2024-08-01 11:16:19.357975,91137255.04,-78.62
2378,2024-08-01 11:16:19.357975,91137255.04,-66.25
2429,2024-08-01 11:16:19.357975,91137255.04,-64.54
2073,2024-08-01 11:16:19.357975,91235294.26,-72.86
2124,2024-08-01 11:16:19.357975,91235294.26,-68.48
2175,2024-08-01 11:16:19.357975,91235294.26,-70.52
2226,2024-08-01 11:16:19.357975,91235294.26,-74.24
2277,2024-08-01 11:16:19.357975,91235294.26,-74.55
2328,2024-08-01 11:16:19.357975,91235294.26,-77.52
2379,2024-08-01 11:16:19.357975,91235294.26,-74.03
2430,2024-08-01 11:16:19.357975,91235294.26,-81.45
2074,2024-08-01 11:16:19.357975,91333333.48,-79.66
2125,2024-08-01 11:16:19.357975,91333333.48,-70.96
2176,2024-08-01 11:16:19.357975,91333333.48,-76.43
2227,2024-08-01 11:16:19.357975,91333333.48,-65.21
2278,2024-08-01 11:16:19.357975,91333333.48,-71.72
2329,2024-08-01 11:16:19.357975,91333333.48,-70.95
2380,2024-08-01 11:16:19.357975,91333333.48,-67.69
2431,2024-08-01 11:16:19.357975,91333333.48,-69.07
2075,2024-08-01 11:16:19.357975,91431372.7,-68.12
2126,2024-08-01 11:16:19.357975,91431372.7,-64.13
2177,2024-08-01 11:16:19.357975,91431372.7,-65.92
2228,2024-08-01 11:16:19.357975,91431372.7,-62.8
2279,2024-08-01 11:16:19.357975,91431372.7,-64.83
2330,2024-08-01 11:16:19.357975,91431372.7,-64.44
2381,2024-08-01 11:16:19.357975,91431372.7,-62.24
2432,2024-08-01 11:16:19.357975,91431372.7,-66.87
2076,2024-08-01 11:16:19.357975,91529411.92,-80.36
2127,2024-08-01 11:16:19.357975,91529411.92,-67.07
2178,2024-08-01 11:16:19.357975,91529411.92,-64.31
2229,2024-08-01 11:16:19.357975,91529411.92,-67.77
2280,2024-08-01 11:16:19.357975,91529411.92,-66.66
2331,2024-08-01 11:16:19.357975,91529411.92,-71.29
2382,2024-08-01 11:16:19.357975,91529411.92,-64.48
2433,2024-08-01 11:16:19.357975,91529411.92,-76.22
2077,2024-08-01 11:16:19.357975,91627451.14,-75.38
2128,2024-08-01 11:16:19.357975,91627451.14,-75.18
2179,2024-08-01 11:16:19.357975,91627451.14,-71.42
2230,2024-08-01 11:16:19.357975,91627451.14,-75.01
2281,2024-08-01 11:16:19.357975,91627451.14,-73.13
2332,2024-08-01 11:16:19.357975,91627451.14,-80.15
2383,2024-08-01 11:16:19.357975,91627451.14,-69.24
2434,2024-08-01 11:16:19.357975,91627451.14,-77.15
2078,2024-08-01 11:16:19.357975,91725490.36,-77.43
2129,2024-08-01 11:16:19.357975,91725490.36,-71.41
2180,2024-08-01 11:16:19.357975,91725490.36,-83.78
2231,2024-08-01 11:16:19.357975,91725490.36,-77.0
2282,2024-08-01 11:16:19.357975,91725490.36,-84.83
2333,2024-08-01 11:16:19.357975,91725490.36,-78.37
2384,2024-08-01 11:16:19.357975,91725490.36,-71.6
2435,2024-08-01 11:16:19.357975,91725490.36,-75.76
2079,2024-08-01 11:16:19.357975,91823529.58,-86.8
2130,2024-08-01 11:16:19.357975,91823529.58,-69.09
2181,2024-08-01 11:16:19.357975,91823529.58,-79.79
2232,2024-08-01 11:16:19.357975,91823529.58,-79.82
2283,2024-08-01 11:16:19.357975,91823529.58,-81.82
2334,2024-08-01 11:16:19.357975,91823529.58,-68.36
2385,2024-08-01 11:16:19.357975,91823529.58,-74.69
2436,2024-08-01 11:16:19.357975,91823529.58,-84.21
2080,2024-08-01 11:16:19.357975,91921568.8,-73.41
2131,2024-08-01 11:16:19.357975,91921568.8,-71.09
2182,2024-08-01 11:16:19.357975,91921568.8,-75.9
2233,2024-08-01 11:16:19.357975,91921568.8,-88.59
2284,2024-08-01 11:16:19.357975,91921568.8,-79.77
2335,2024-08-01 11:16:19.357975,91921568.8,-68.62
2386,2024-08-01 11:16:19.357975,91921568.8,-77.38
2437,2024-08-01 11:16:19.357975,91921568.8,-71.14
2081,2024-08-01 11:16:19.357975,92019608.02,-77.63
2132,2024-08-01 11:16:19.357975,92019608.02,-80.84
2183,2024-08-01 11:16:19.357975,92019608.02,-75.56
2234,2024-08-01 11:16:19.357975,92019608.02,-84.18
2285,2024-08-01 11:16:19.357975,92019608.02,-72.36
2336,2024-08-01 11:16:19.357975,92019608.02,-75.48
2387,2024-08-01 11:16:19.357975,92019608.02,-75.52
2438,2024-08-01 11:16:19.357975,92019608.02,-72.52
2082,2024-08-01 11:16:19.357975,92117647.24,-75.42
2133,2024-08-01 11:16:19.357975,92117647.24,-79.2
2184,2024-08-01 11:16:19.357975,92117647.24,-85.0
2235,2024-08-01 11:16:19.357975,92117647.24,-76.35
2286,2024-08-01 11:16:19.357975,92117647.24,-71.51
2337,2024-08-01 11:16:19.357975,92117647.24,-78.59
2388,2024-08-01 11:16:19.357975,92117647.24,-77.36
2439,2024-08-01 11:16:19.357975,92117647.24,-85.07
2083,2024-08-01 11:16:19.357975,92215686.46,-70.5
2134,2024-08-01 11:16:19.357975,92215686.46,-81.25
2185,2024-08-01 11:16:19.357975,92215686.46,-74.87
2236,2024-08-01 11:16:19.357975,92215686.46,-67.43
2287,2024-08-01 11:16:19.357975,92215686.46,-72.8
2338,2024-08-01 11:16:19.357975,92215686.46,-71.45
2389,2024-08-01 11:16:19.357975,92215686.46,-77.96
2440,2024-08-01 11:16:19.357975,92215686.46,-74.39
2084,2024-08-01 11:16:19.357975,92313725.68,-84.92
2135,2024-08-01 11:16:19.357975,92313725.68,-71.76
2186,2024-08-01 11:16:19.357975,92313725.68,-66.97
2237,2024-08-01 11:16:19.357975,92313725.68,-67.53
2288,2024-08-01 11:16:19.357975,92313725.68,-67.43
2339,2024-08-01 11:16:19.357975,92313725.68,-70.76
2390,2024-08-01 11:16:19.357975,92313725.68,-72.49
2441,2024-08-01 11:16:19.357975,92313725.68,-70.36
2085,2024-08-01 11:16:19.357975,92411764.9,-72.75
2136,2024-08-01 11:16:19.357975,92411764.9,-68.56
2187,2024-08-01 11:16:19.357975,92411764.9,-69.11
2238,2024-08-01 11:16:19.357975,92411764.9,-71.89
2289,2024-08-01 11:16:19.357975,92411764.9,-66.23
2340,2024-08-01 11:16:19.357975,92411764.9,-68.71
2391,2024-08-01 11:16:19.357975,92411764.9,-76.75
2442,2024-08-01 11:16:19.357975,92411764.9,-73.85
2086,2024-08-01 11:16:19.357975,92509804.12,-70.33
2137,2024-08-01 11:16:19.357975,92509804.12,-67.31
2188,2024-08-01 11:16:19.357975,92509804.12,-72.54
2239,2024-08-01 11:16:19.357975,92509804.12,-75.38
2290,2024-08-01 11:16:19.357975,92509804.12,-74.74
2341,2024-08-01 11:16:19.357975,92509804.12,-87.87
2392,2024-08-01 11:16:19.357975,92509804.12,-75.09
2443,2024-08-01 11:16:19.357975,92509804.12,-74.19
2087,2024-08-01 11:16:19.357975,92607843.34,-67.65
2138,2024-08-01 11:16:19.357975,92607843.34,-68.12
2189,2024-08-01 11:16:19.357975,92607843.34,-75.32
2240,2024-08-01 11:16:19.357975,92607843.34,-73.58
2291,2024-08-01 11:16:19.357975,92607843.34,-70.5
2342,2024-08-01 11:16:19.357975,92607843.34,-74.55
2393,2024-08-01 11:16:19.357975,92607843.34,-68.89
2444,2024-08-01 11:16:19.357975,92607843.34,-74.96
2088,2024-08-01 11:16:19.357975,92705882.56,-74.06
2139,2024-08-01 11:16:19.357975,92705882.56,-74.21
2190,2024-08-01 11:16:19.357975,92705882.56,-82.18
2241,2024-08-01 11:16:19.357975,92705882.56,-68.68
2292,2024-08-01 11:16:19.357975,92705882.56,-68.86
2343,2024-08-01 11:16:19.357975,92705882.56,-76.67
2394,2024-08-01 11:16:19.357975,92705882.56,-71.89
2445,2024-08-01 11:16:19.357975,92705882.56,-82.8
2089,2024-08-01 11:16:19.357975,92803921.78,-80.47
2140,2024-08-01 11:16:19.357975,92803921.78,-78.96
2191,2024-08-01 11:16:19.357975,92803921.78,-75.71
2242,2024-08-01 11:16:19.357975,92803921.78,-68.92
2293,2024-08-01 11:16:19.357975,92803921.78,-77.22
2344,2024-08-01 11:16:19.357975,92803921.78,-70.93
2395,2024-08-01 11:16:19.357975,92803921.78,-77.41
2446,2024-08-01 11:16:19.357975,92803921.78,-83.31
2090,2024-08-01 11:16:19.357975,92901961.0,-78.66
2141,2024-08-01 11:16:19.357975,92901961.0,-79.38
2192,2024-08-01 11:16:19.357975,92901961.0,-76.84
2243,2024-08-01 11:16:19.357975,92901961.0,-73.11
2294,2024-08-01 11:16:19.357975,92901961.0,-93.91
2345,2024-08-01 11:16:19.357975,92901961.0,-67.28
2396,2024-08-01 11:16:19.357975,92901961.0,-74.03
2447,2024-08-01 11:16:19.357975,92901961.0,-71.11
4590,2024-08-01 11:16:19.357975,93000000.0,-71.9
4641,2024-08-01 11:16:19.357975,93000000.0,-83.52
4692,2024-08-01 11:16:19.357975,93000000.0,-83.6
4743,2024-08-01 11:16:19.357975,93000000.0,-75.75
4794,2024-08-01 11:16:19.357975,93000000.0,-67.88
4845,2024-08-01 11:16:19.357975,93000000.0,-73.81
4896,2024-08-01 11:16:19.357975,93000000.0,-66.45
4947,2024-08-01 11:16:19.357975,93000000.0,-70.6
4591,2024-08-01 11:16:19.357975,93098039.22,-76.93
4642,2024-08-01 11:16:19.357975,93098039.22,-73.84
4693,2024-08-01 11:16:19.357975,93098039.22,-71.99
4744,2024-08-01 11:16:19.357975,93098039.22,-69.75
4795,2024-08-01 11:16:19.357975,93098039.22,-73.38
4846,2024-08-01 11:16:19.357975,93098039.22,-64.54
4897,2024-08-01 11:16:19.357975,93098039.22,-65.92
4948,2024-08-01 11:16:19.357975,93098039.22,-67.77
4592,2024-08-01 11:16:19.357975,93196078.44,-63.89
4643,2024-08-01 11:16:19.357975,93196078.44,-60.23
4694,2024-08-01 11:16:19.357975,93196078.44,-61.07
4745,2024-08-01 11:16:19.357975,93196078.44,-61.7
4796,2024-08-01 11:16:19.357975,93196078.44,-68.2
4847,2024-08-01 11:16:19.357975,93196078.44,-60.3
4898,2024-08-01 11:16:19.357975,93196078.44,-60.66
4949,2024-08-01 11:16:19.357975,93196078.44,-73.61
4593,2024-08-01 11:16:19.357975,93294117.66,-61.93
4644,2024-08-01 11:16:19.357975,93294117.66,-60.54
4695,2024-08-01 11:16:19.357975,93294117.66,-63.51
4746,2024-08-01 11:16:19.357975,93294117.66,-59.97
4797,2024-08-01 11:16:19.357975,93294117.66,-64.84
4848,2024-08-01 11:16:19.357975,93294117.66,-66.97
4899,2024-08-01 11:16:19.357975,93294117.66,-60.91
4950,2024-08-01 11:16:19.357975,93294117.66,-61.8
4594,2024-08-01 11:16:19.357975,93392156.88,-75.73
4645,2024-08-01 11:16:19.357975,93392156.88,-71.42
4696,2024-08-01 11:16:19.357975,93392156.88,-74.83
4747,2024-08-01 11:16:19.357975,93392156.88,-67.89
4798,2024-08-01 11:16:19.357975,93392156.88,-73.64
4849,2024-08-01 11:16:19.357975,93392156.88,-79.02
4900,2024-08-01 11:16:19.357975,93392156.88,-70.15
4951,2024-08-01 11:16:19.357975,93392156.88,-66.91
4595,2024-08-01 11:16:19.357975,93490196.1,-83.07
4646,2024-08-01 11:16:19.357975,93490196.1,-67.6
4697,2024-08-01 11:16:19.357975,93490196.1,-68.17
4748,2024-08-01 11:16:19.357975,93490196.1,-71.9
4799,2024-08-01 11:16:19.357975,93490196.1,-74.2
4850,2024-08-01 11:16:19.357975,93490196.1,-73.5
4901,2024-08-01 11:16:19.357975,93490196.1,-77.83
4952,2024-08-01 11:16:19.357975,93490196.1,-77.48
4596,2024-08-01 11:16:19.357975,93588235.32,-77.63
4647,2024-08-01 11:16:19.357975,93588235.32,-66.84
4698,2024-08-01 11:16:19.357975,93588235.32,-68.0
4749,2024-08-01 11:16:19.357975,93588235.32,-74.76
4800,2024-08-01 11:16:19.357975,93588235.32,-80.3
4851,2024-08-01 11:16:19.357975,93588235.32,-84.83
4902,2024-08-01 11:16:19.357975,93588235.32,-80.94
4953,2024-08-01 11:16:19.357975,93588235.32,-80.99
4597,2024-08-01 11:16:19.357975,93686274.54,-74.64
4648,2024-08-01 11:16:19.357975,93686274.54,-67.6
4699,2024-08-01 11:16:19.357975,93686274.54,-71.22
4750,2024-08-01 11:16:19.357975,93686274.54,-79.77
4801,2024-08-01 11:16:19.357975,93686274.54,-77.88
4852,2024-08-01 11:16:19.357975,93686274.54,-78.49
4903,2024-08-01 11:16:19.357975,93686274.54,-70.38
4954,2024-08-01 11:16:19.357975,93686274.54,-76.7
4598,2024-08-01 11:16:19.357975,93784313.76,-74.92
4649,2024-08-01 11:16:19.357975,93784313.76,-66.8
4700,2024-08-01 11:16:19.357975,93784313.76,-74.3
4751,2024-08-01 11:16:19.357975,93784313.76,-77.22
4802,2024-08-01 11:16:19.357975,93784313.76,-72.93
4853,2024-08-01 11:16:19.357975,93784313.76,-85.75
4904,2024-08-01 11:16:19.357975,93784313.76,-83.68
4955,2024-08-01 11:16:19.357975,93784313.76,-68.35
4599,2024-08-01 11:16:19.357975,93882352.98,-78.04
4650,2024-08-01 11:16:19.357975,93882352.98,-67.19
4701,2024-08-01 11:16:19.357975,93882352.98,-68.3
4752,2024-08-01 11:16:19.357975,93882352.98,-73.54
4803,2024-08-01 11:16:19.357975,93882352.98,-73.23
4854,2024-08-01 11:16:19.357975,93882352.98,-87.22
4905,2024-08-01 11:16:19.357975,93882352.98,-78.12
4956,2024-08-01 11:16:19.357975,93882352.98,-75.89
4600,2024-08-01 11:16:19.357975,93980392.2,-70.39
4651,2024-08-01 11:16:19.357975,93980392.2,-78.64
4702,2024-08-01 11:16:19.357975,93980392.2,-67.42
4753,2024-08-01 11:16:19.357975,93980392.2,-89.49
4804,2024-08-01 11:16:19.357975,93980392.2,-72.76
4855,2024-08-01 11:16:19.357975,93980392.2,-75.72
4906,2024-08-01 11:16:19.357975,93980392.2,-76.68
4957,2024-08-01 11:16:19.357975,93980392.2,-84.13
4601,2024-08-01 11:16:19.357975,94078431.42,-68.96
4652,2024-08-01 11:16:19.357975,94078431.42,-79.45
4703,2024-08-01 11:16:19.357975,94078431.42,-78.96
4754,2024-08-01 11:16:19.357975,94078431.42,-71.67
4805,2024-08-01 11:16:19.357975,94078431.42,-71.39
4856,2024-08-01 11:16:19.357975,94078431.42,-70.69
4907,2024-08-01 11:16:19.357975,94078431.42,-78.32
4958,2024-08-01 11:16:19.357975,94078431.42,-74.04
4602,2024-08-01 11:16:19.357975,94176470.64,-67.12
4653,2024-08-01 11:16:19.357975,94176470.64,-74.36
4704,2024-08-01 11:16:19.357975,94176470.64,-77.18
4755,2024-08-01 11:16:19.357975,94176470.64,-68.52
4806,2024-08-01 11:16:19.357975,94176470.64,-75.67
4857,2024-08-01 11:16:19.357975,94176470.64,-70.62
4908,2024-08-01 11:16:19.357975,94176470.64,-75.36
4959,2024-08-01 11:16:19.357975,94176470.64,-76.77
4603,2024-08-01 11:16:19.357975,94274509.86,-71.92
4654,2024-08-01 11:16:19.357975,94274509.86,-73.07
4705,2024-08-01 11:16:19.357975,94274509.86,-72.32
4756,2024-08-01 11:16:19.357975,94274509.86,-80.09
4807,2024-08-01 11:16:19.357975,94274509.86,-83.63
4858,2024-08-01 11:16:19.357975,94274509.86,-68.76
4909,2024-08-01 11:16:19.357975,94274509.86,-69.51
4960,2024-08-01 11:16:19.357975,94274509.86,-82.83
4604,2024-08-01 11:16:19.357975,94372549.08,-80.23
4655,2024-08-01 11:16:19.357975,94372549.08,-73.09
4706,2024-08-01 11:16:19.357975,94372549.08,-69.26
4757,2024-08-01 11:16:19.357975,94372549.08,-71.17
4808,2024-08-01 11:16:19.357975,94372549.08,-73.88
4859,2024-08-01 11:16:19.357975,94372549.08,-68.87
4910,2024-08-01 11:16:19.357975,94372549.08,-83.07
4961,2024-08-01 11:16:19.357975,94372549.08,-69.26
4605,2024-08-01 11:16:19.357975,94470588.3,-73.22
4656,2024-08-01 11:16:19.357975,94470588.3,-79.42
4707,2024-08-01 11:16:19.357975,94470588.3,-73.05
4758,2024-08-01 11:16:19.357975,94470588.3,-71.4
4809,2024-08-01 11:16:19.357975,94470588.3,-65.17
4860,2024-08-01 11:16:19.357975,94470588.3,-69.82
4911,2024-08-01 11:16:19.357975,94470588.3,-72.51
4962,2024-08-01 11:16:19.357975,94470588.3,-74.15
4606,2024-08-01 11:16:19.357975,94568627.52,-81.14
4657,2024-08-01 11:16:19.357975,94568627.52,-78.6
4708,2024-08-01 11:16:19.357975,94568627.52,-72.07
4759,2024-08-01 11:16:19.357975,94568627.52,-68.88
4810,2024-08-01 11:16:19.357975,94568627.52,-63.56
4861,2024-08-01 11:16:19.357975,94568627.52,-66.86
4912,2024-08-01 11:16:19.357975,94568627.52,-72.53
4963,2024-08-01 11:16:19.357975,94568627.52,-80.37
4607,2024-08-01 11:16:19.357975,94666666.74,-76.42
4658,2024-08-01 11:16:19.357975,94666666.74,-69.85
4709,2024-08-01 11:16:19.357975,94666666.74,-69.15
4760,2024-08-01 11:16:19.357975,94666666.74,-66.51
4811,2024-08-01 11:16:19.357975,94666666.74,-71.58
4862,2024-08-01 11:16:19.357975,94666666.74,-68.56
4913,2024-08-01 11:16:19.357975,94666666.74,-69.77
4964,2024-08-01 11:16:19.357975,94666666.74,-70.47
4608,2024-08-01 11:16:19.357975,94764705.96,-75.28
4659,2024-08-01 11:16:19.357975,94764705.96,-69.24
4710,2024-08-01 11:16:19.357975,94764705.96,-70.35
4761,2024-08-01 11:16:19.357975,94764705.96,-70.84
4812,2024-08-01 11:16:19.357975,94764705.96,-95.39
4863,2024-08-01 11:16:19.357975,94764705.96,-71.14
4914,2024-08-01 11:16:19.357975,94764705.96,-69.89
4965,2024-08-01 11:16:19.357975,94764705.96,-70.47
4609,2024-08-01 11:16:19.357975,94862745.18,-73.75
4660,2024-08-01 11:16:19.357975,94862745.18,-76.59
4711,2024-08-01 11:16:19.357975,94862745.18,-69.49
4762,2024-08-01 11:16:19.357975,94862745.18,-73.66
4813,2024-08-01 11:16:19.357975,94862745.18,-77.13
4864,2024-08-01 11:16:19.357975,94862745.18,-68.38
4915,2024-08-01 11:16:19.357975,94862745.18,-68.93
4966,2024-08-01 11:16:19.357975,94862745.18,-74.41
4610,2024-08-01 11:16:19.357975,94960784.4,-74.35
4661,2024-08-01 11:16:19.357975,94960784.4,-76.91
4712,2024-08-01 11:16:19.357975,94960784.4,-70.0
4763,2024-08-01 11:16:19.357975,94960784.4,-68.85
4814,2024-08-01 11:16:19.357975,94960784.4,-72.67
4865,2024-08-01 11:16:19.357975,94960784.4,-74.77
4916,2024-08-01 11:16:19.357975,94960784.4,-73.0
4967,2024-08-01 11:16:19.357975,94960784.4,-81.48
4611,2024-08-01 11:16:19.357975,95058823.62,-85.72
4662,2024-08-01 11:16:19.357975,95058823.62,-81.22
4713,2024-08-01 11:16:19.357975,95058823.62,-77.32
4764,2024-08-01 11:16:19.357975,95058823.62,-71.15
4815,2024-08-01 11:16:19.357975,95058823.62,-75.89
4866,2024-08-01 11:16:19.357975,95058823.62,-72.62
4917,2024-08-01 11:16:19.357975,95058823.62,-72.34
4968,2024-08-01 11:16:19.357975,95058823.62,-84.26
4612,2024-08-01 11:16:19.357975,95156862.84,-78.04
4663,2024-08-01 11:16:19.357975,95156862.84,-86.53
4714,2024-08-01 11:16:19.357975,95156862.84,-71.54
4765,2024-08-01 11:16:19.357975,95156862.84,-76.59
4816,2024-08-01 11:16:19.357975,95156862.84,-76.32
4867,2024-08-01 11:16:19.357975,95156862.84,-69.66
4918,2024-08-01 11:16:19.357975,95156862.84,-69.22
4969,2024-08-01 11:16:19.357975,95156862.84,-73.59
4613,2024-08-01 11:16:19.357975,95254902.06,-81.59
4664,2024-08-01 11:16:19.357975,95254902.06,-73.11
4715,2024-08-01 11:16:19.357975,95254902.06,-82.55
4766,2024-08-01 11:16:19.357975,95254902.06,-75.97
4817,2024-08-01 11:16:19.357975,95254902.06,-71.71
4868,2024-08-01 11:16:19.357975,95254902.06,-72.66
4919,2024-08-01 11:16:19.357975,95254902.06,-72.42
4970,2024-08-01 11:16:19.357975,95254902.06,-72.4
4614,2024-08-01 11:16:19.357975,95352941.28,-92.44
4665,2024-08-01 11:16:19.357975,95352941.28,-72.67
4716,2024-08-01 11:16:19.357975,95352941.28,-69.16
4767,2024-08-01 11:16:19.357975,95352941.28,-73.93
4818,2024-08-01 11:16:19.357975,95352941.28,-70.43
4869,2024-08-01 11:16:19.357975,95352941.28,-76.07
4920,2024-08-01 11:16:19.357975,95352941.28,-81.92
4971,2024-08-01 11:16:19.357975,95352941.28,-82.21
4615,2024-08-01 11:16:19.357975,95450980.5,-79.4
4666,2024-08-01 11:16:19.357975,95450980.5,-84.34
4717,2024-08-01 11:16:19.357975,95450980.5,-71.09
4768,2024-08-01 11:16:19.357975,95450980.5,-70.8
4819,2024-08-01 11:16:19.357975,95450980.5,-75.28
4870,2024-08-01 11:16:19.357975,95450980.5,-76.98
4921,2024-08-01 11:16:19.357975,95450980.5,-88.48
4972,2024-08-01 11:16:19.357975,95450980.5,-70.95
4616,2024-08-01 11:16:19.357975,95549019.72,-75.09
4667,2024-08-01 11:16:19.357975,95549019.72,-74.35
4718,2024-08-01 11:16:19.357975,95549019.72,-75.1
4769,2024-08-01 11:16:19.357975,95549019.72,-70.27
4820,2024-08-01 11:16:19.357975,95549019.72,-81.87
4871,2024-08-01 11:16:19.357975,95549019.72,-84.03
4922,2024-08-01 11:16:19.357975,95549019.72,-76.56
4973,2024-08-01 11:16:19.357975,95549019.72,-73.54
4617,2024-08-01 11:16:19.357975,95647058.94,-83.84
4668,2024-08-01 11:16:19.357975,95647058.94,-71.23
4719,2024-08-01 11:16:19.357975,95647058.94,-76.4
4770,2024-08-01 11:16:19.357975,95647058.94,-76.17
4821,2024-08-01 11:16:19.357975,95647058.94,-85.86
4872,2024-08-01 11:16:19.357975,95647058.94,-72.11
4923,2024-08-01 11:16:19.357975,95647058.94,-73.55
4974,2024-08-01 11:16:19.357975,95647058.94,-77.99
4618,2024-08-01 11:16:19.357975,95745098.16,-75.78
4669,2024-08-01 11:16:19.357975,95745098.16,-70.28
4720,2024-08-01 11:16:19.357975,95745098.16,-79.35
4771,2024-08-01 11:16:19.357975,95745098.16,-76.83
4822,2024-08-01 11:16:19.357975,95745098.16,-70.17
4873,2024-08-01 11:16:19.357975,95745098.16,-68.36
4924,2024-08-01 11:16:19.357975,95745098.16,-79.86
4975,2024-08-01 11:16:19.357975,95745098.16,-81.73
4619,2024-08-01 11:16:19.357975,95843137.38,-76.95
4670,2024-08-01 11:16:19.357975,95843137.38,-83.12
4721,2024-08-01 11:16:19.357975,95843137.38,-76.67
4772,2024-08-01 11:16:19.357975,95843137.38,-74.1
4823,2024-08-01 11:16:19.357975,95843137.38,-73.96
4874,2024-08-01 11:16:19.357975,95843137.38,-75.71
4925,2024-08-01 11:16:19.357975,95843137.38,-75.88
4976,2024-08-01 11:16:19.357975,95843137.38,-77.5
4620,2024-08-01 11:16:19.357975,95941176.6,-81.04
4671,2024-08-01 11:16:19.357975,95941176.6,-76.55
4722,2024-08-01 11:16:19.357975,95941176.6,-72.84
4773,2024-08-01 11:16:19.357975,95941176.6,-67.61
4824,2024-08-01 11:16:19.357975,95941176.6,-77.2
4875,2024-08-01 11:16:19.357975,95941176.6,-76.75
4926,2024-08-01 11:16:19.357975,95941176.6,-74.27
4977,2024-08-01 11:16:19.357975,95941176.6,-73.08
4621,2024-08-01 11:16:19.357975,96039215.82,-72.32
4672,2024-08-01 11:16:19.357975,96039215.82,-77.78
4723,2024-08-01 11:16:19.357975,96039215.82,-74.03
4774,2024-08-01 11:16:19.357975,96039215.82,-67.77
4825,2024-08-01 11:16:19.357975,96039215.82,-71.12
4876,2024-08-01 11:16:19.357975,96039215.82,-81.78
4927,2024-08-01 11:16:19.357975,96039215.82,-80.96
4978,2024-08-01 11:16:19.357975,96039215.82,-85.05
4622,2024-08-01 11:16:19.357975,96137255.04,-70.53
4673,2024-08-01 11:16:19.357975,96137255.04,-77.03
4724,2024-08-01 11:16:19.357975,96137255.04,-67.35
4775,2024-08-01 11:16:19.357975,96137255.04,-69.57
4826,2024-08-01 11:16:19.357975,96137255.04,-67.88
4877,2024-08-01 11:16:19.357975,96137255.04,-72.81
4928,2024-08-01 11:16:19.357975,96137255.04,-72.09
4979,2024-08-01 11:16:19.357975,96137255.04,-88.8
4623,2024-08-01 11:16:19.357975,96235294.26,-80.02
4674,2024-08-01 11:16:19.357975,96235294.26,-76.46
4725,2024-08-01 11:16:19.357975,96235294.26,-67.79
4776,2024-08-01 11:16:19.357975,96235294.26,-69.22
4827,2024-08-01 11:16:19.357975,96235294.26,-67.66
4878,2024-08-01 11:16:19.357975,96235294.26,-77.27
4929,2024-08-01 11:16:19.357975,96235294.26,-72.94
4980,2024-08-01 11:16:19.357975,96235294.26,-82.0
4624,2024-08-01 11:16:19.357975,96333333.48,-82.93
4675,2024-08-01 11:16:19.357975,96333333.48,-82.14
4726,2024-08-01 11:16:19.357975,96333333.48,-73.82
4777,2024-08-01 11:16:19.357975,96333333.48,-73.2
4828,2024-08-01 11:16:19.357975,96333333.48,-70.26
4879,2024-08-01 11:16:19.357975,96333333.48,-89.31
4930,2024-08-01 11:16:19.357975,96333333.48,-72.53
4981,2024-08-01 11:16:19.357975,96333333.48,-78.03
